"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","support","age_num_imp"
"58","landline",4,58,"04-50to59","01-female","05-less than HS","01-Y","O","01-protestant","04-30to40k","2","02-LL only","VA","South","05-Highest","99-DNK/refused","04-Lean Rep","02-Liberal",0,0,1,0.0665964973451487,0.149189259570446,0.0307835042631092,"3-Other",58
"76","landline",4,76,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","99-DK/refused","2","01-Both","MN","Midwest","05-Highest","01-Yes","03-Lean Dem","03-Moderate",0,0,1,0.265574622269254,0.84916600469899,0.0145820003491496,"3-Other",76
"71","landline",4,71,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","04-30to40k","2","02-LL only","NC","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.210302920901447,0.420947949989504,0.0109745288889358,"2-Rep",71
"68","landline",4,68,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","AK","West","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.177139900080763,0.343652819549786,0.0574902725516851,"2-Rep",68
"35","landline",4,35,"02-30to39","02-male","01-postgrad","02-N","W","02-catholic","04-30to40k","1","01-Both","PA","Northeast","02","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.187653328946763,0.0596936058708287,0.0500932428422741,"1-Dem",35
"69","landline",4,69,"05-60to69","02-male","03-assoc","02-N","W","02-catholic","07-75to100k","2","01-Both","OH","Midwest","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.188194240354324,0.368730607881154,0.0505690336855554,"1-Dem",69
"79","landline",4,79,"06-Over 70","01-female","04-HS","02-N","B","01-protestant","02-10to20k","3","02-LL only","PA","Northeast","05-Highest","01-Yes","01-Dem","99-DK/refused",1,0,0,0.298737643089938,0.635584336236388,0.276152524264467,"1-Dem",79
"65","landline",4,65,"05-60to69","01-female","02-bach","02-N","O","01-protestant","06-50to75k","2","02-LL only","GA","South","05-Highest","01-Yes","05-Ind","04-Conservative",0,1,0,0.143976879260078,0.273838725308908,0.120784804219186,"2-Rep",65
"(VOL) Don't know/Refused","landline",4,NA,"99-DNK/refused","01-female","03-assoc","02-N","W","01-protestant","99-DK/refused","1","02-LL only","IN","Midwest","01-Lowest","01-Yes","02-Rep","99-DK/refused",0,1,0,0,0.0521535630784177,0.000467956725632936,"2-Rep",51.9755339805825
"81","landline",4,81,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","03-20to30k","1","01-Both","OH","Midwest","02","01-Yes","02-Rep","03-Moderate",0,0,1,0.320846323637061,0.684608592350449,0.510102821007564,"3-Other",81
"65","landline",4,65,"05-60to69","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","3","01-Both","IL","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.143976879260078,0.273838725308908,0.000475016509393021,"2-Rep",65
"52","landline",4,52,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","4","01-Both","CA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.00027045570378032,0.289600804048796,0.047426034977905,"1-Dem",52
"55","landline",4,55,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","CA","West","01-Lowest","02-Probably","01-Dem","02-Liberal",1,0,0,0.0334334765244645,0.11213175296442,0.0136724980177176,"1-Dem",55
"62","landline",4,62,"05-60to69","01-female","03-assoc","02-N","W","07-other","06-50to75k","2","01-Both","NV","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.110813858439394,0.213592082167171,0.0121435101206086,"1-Dem",62
"55","landline",4,55,"04-50to59","02-male","02-bach","02-N","W","02-catholic","99-DK/refused","2","01-Both","OH","Midwest","03","01-Yes","02-Rep","04-Conservative",0,0,1,0.0334334765244645,0.361433254339277,0.000494269419790437,"3-Other",55
"70","landline",4,70,"06-Over 70","01-female","05-less than HS","01-Y","W","02-catholic","02-10to20k","1","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.199248580627885,0.394538373220636,0.0326257634368667,"1-Dem",70
"58","landline",4,58,"04-50to59","02-male","04-HS","02-N","W","04-jewish","01-under10k","1","01-Both","CT","Northeast","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.0665964973451487,0.149189259570446,0.00428001724218269,"2-Rep",58
"57","landline",4,57,"04-50to59","02-male","01-postgrad","02-N","W","07-other","07-75to100k","2","01-Both","WA","West","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.0555421570715873,0.413293764142674,0.0108185269237157,"1-Dem",57
"77","landline",4,77,"06-Over 70","01-female","01-postgrad","02-N","W","03-athiest","09-over150k","2","01-Both","WA","West","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.276628962542815,0.862648791656437,0.437051095713547,"1-Dem",77
"79","landline",4,79,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","99-DK/refused","2","01-Both","TX","South","05-Highest","01-Yes","05-Ind","04-Conservative",0,1,0,0.298737643089938,0.635584336236388,0.0356756025243038,"2-Rep",79
"80","landline",4,80,"06-Over 70","01-female","02-bach","02-N","W","02-catholic","01-under10k","1","01-Both","AZ","West","03","01-Yes","02-Rep","99-DK/refused",0,1,0,0.309791983363499,0.897121372542554,0.275361416000668,"2-Rep",80
"58","landline",4,58,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","4","01-Both","PA","Northeast","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0665964973451487,0.149189259570446,0.0222515149244816,"2-Rep",58
"35","landline",4,35,"02-30to39","01-female","04-HS","01-Y","O","07-other","03-20to30k","4","02-LL only","FL","South","02","03-No","05-Ind","03-Moderate",0,0,1,-0.187653328946763,0.00315068144333395,0.0364103997382269,"3-Other",35
"61","landline",4,61,"05-60to69","02-male","03-assoc","02-N","W","02-catholic","99-DK/refused","2","01-Both","NY","Northeast","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.0997595181658329,0.195792924157762,0.000761556794875628,"2-Rep",61
"21","landline",4,21,"01-Under 30","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","MT","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.342414092776623,0.00305333360315598,0.518535274367627,"2-Rep",21
"61","landline",4,61,"05-60to69","02-male","05-less than HS","01-Y","O","07-other","01-under10k","3","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.0997595181658329,0.195792924157762,0.0150771351794033,"1-Dem",61
"61","landline",4,61,"05-60to69","02-male","04-HS","02-N","W","02-catholic","09-over150k","4","01-Both","FL","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.0997595181658329,0.195792924157762,0.0749714455326142,"2-Rep",61
"81","landline",4,81,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","04-30to40k","2","01-Both","OH","Midwest","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.320846323637061,0.906788053169101,0.348361351279585,"2-Rep",81
"65","landline",4,65,"05-60to69","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","3","01-Both","MI","Midwest","04","01-Yes","04-Lean Rep","04-Conservative",1,0,0,0.143976879260078,0.628261821539792,0.000475016509393021,"1-Dem",65
"32","landline",4,32,"02-30to39","02-male","04-HS","02-N","W","01-protestant","06-50to75k","5","01-Both","MN","Midwest","01-Lowest","01-Yes","04-Lean Rep","02-Liberal",0,1,0,-0.220816349767448,0.0100991285521016,0.166235248023486,"2-Rep",32
"67","landline",4,67,"05-60to69","02-male","04-HS","02-N","W","02-catholic","99-DK/refused","2","01-Both","CA","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.166085559807201,0.319417595014338,0.00180382991073016,"2-Rep",67
"77","landline",4,77,"06-Over 70","01-female","03-assoc","01-Y","W","02-catholic","03-20to30k","1","01-Both","FL","South","04","01-Yes","02-Rep","02-Liberal",0,1,0,0.276628962542815,0.583574958986667,0.222157278113673,"2-Rep",77
"86","landline",4,86,"06-Over 70","01-female","04-HS","01-Y","W","02-catholic","01-under10k","1","02-LL only","CA","West","01-Lowest","01-Yes","01-Dem","04-Conservative",1,0,0,0.376118025004868,0.789512742598072,0.564621863003661,"1-Dem",86
"73","landline",4,73,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","02-10to20k","1","02-LL only","TN","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.23241160144857,0.474995881613682,0.0243977688166569,"2-Rep",73
"80","landline",4,80,"06-Over 70","02-male","01-postgrad","02-N","O","07-other","06-50to75k","1","01-Both","TX","South","05-Highest","01-Yes","04-Lean Rep","99-DK/refused",0,1,0,0.309791983363499,0.897121372542554,0.975851263377251,"2-Rep",80
"55","landline",4,55,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","3","01-Both","NE","Midwest","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.0334334765244645,0.361433254339277,0.000181888386759293,"2-Rep",55
"46","landline",4,46,"03-40to49","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","4","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.0660555859375881,0.174556371632347,0.00157327345258873,"1-Dem",46
"82","landline",4,82,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","1","01-Both","TX","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.331900663910622,0.70773823567282,0.218753586480433,"2-Rep",82
"75","landline",4,75,"06-Over 70","02-male","04-HS","02-N","W","07-other","05-40to50k","5","02-LL only","OR","West","01-Lowest","03-No","02-Rep","05-Very conservative",0,1,0,0.254520281995692,0.529636028953372,0.0153457693128517,"2-Rep",75
"48","landline",4,48,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","4","01-Both","LA","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0439469053904653,0.0554676466986397,0.00139689987461686,"2-Rep",48
"60","landline",4,60,"05-60to69","02-male","02-bach","02-N","B","01-protestant","99-DK/refused","2","01-Both","WI","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.0887051778922715,0.494452526628759,0.0136349230436061,"1-Dem",60
"82","landline",4,82,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","09-over150k","1","01-Both","WA","West","04","01-Yes","01-Dem","04-Conservative",1,0,0,0.331900663910622,0.915631852714527,0.916347318376858,"1-Dem",82
"42","landline",4,42,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","5","01-Both","WA","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.110272947031834,0.0295625197368133,0.0607718718235453,"2-Rep",42
"73","landline",4,73,"06-Over 70","02-male","03-assoc","01-Y","W","02-catholic","03-20to30k","1","01-Both","TX","South","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.23241160144857,0.474995881613682,0.0866509662268355,"1-Dem",73
"45","landline",4,45,"03-40to49","02-male","02-bach","02-N","O","01-protestant","08-100to150k","4","01-Both","MD","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0771099262111495,0.159351007606948,0.489451725621313,"2-Rep",45
"60","landline",4,60,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","09-over150k","2","01-Both","ND","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.0887051778922715,0.17913913889106,0.0262184022059727,"2-Rep",60
"64","landline",5,64,"05-60to69","01-female","02-bach","02-N","W","01-protestant","08-100to150k","2","01-Both","CO","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.132922538986517,0.578196840185943,0.0302299202443886,"2-Rep",64
"63","landline",4,63,"05-60to69","01-female","01-postgrad","02-N","W","04-jewish","09-over150k","2","01-Both","MO","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.121868198712956,0.575904700372191,0.0365161431460333,"1-Dem",63
"52","landline",4,52,"04-50to59","01-female","05-less than HS","01-Y","W","01-protestant","02-10to20k","7","01-Both","CA","West","03","99-DNK/refused","03-Lean Dem","99-DK/refused",1,0,0,0.00027045570378032,0.0833770114338003,0.00480477001271725,"1-Dem",52
"41","landline",4,41,"03-40to49","02-male","02-bach","02-N","W","07-other","08-100to150k","4","01-Both","LA","South","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.121327287305395,0.109035482284898,0.0683334460828867,"2-Rep",41
"79","landline",4,79,"06-Over 70","01-female","02-bach","02-N","W","07-other","06-50to75k","4","01-Both","CA","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.298737643089938,0.886577588584084,0.591387928324464,"1-Dem",79
"38","landline",4,38,"02-30to39","02-male","02-bach","02-N","W","03-athiest","09-over150k","4","01-Both","PA","Northeast","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.154490308126079,0.0810023010678037,0.138074431428796,"1-Dem",38
"58","landline",4,58,"04-50to59","01-female","01-postgrad","01-Y","O","02-catholic","06-50to75k","5","01-Both","NY","Northeast","05-Highest","01-Yes","05-Ind","02-Liberal",0,0,1,0.0665964973451487,0.149189259570446,0.31370761349028,"3-Other",58
"44","landline",4,44,"03-40to49","02-male","05-less than HS","02-N","O","01-protestant","99-DK/refused","3","02-LL only","VA","South","01-Lowest","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-0.0881642664847108,0.0365282778597177,0.00185859051699582,"1-Dem",44
"71","landline",4,71,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","04-30to40k","2","02-LL only","OH","Midwest","02","02-Probably","05-Ind","03-Moderate",1,0,0,0.210302920901447,0.13956793670133,0.0109745288889358,"1-Dem",71
"68","landline",4,68,"05-60to69","01-female","01-postgrad","02-N","W","04-jewish","05-40to50k","1","01-Both","RI","Northeast","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.177139900080763,0.701183932825742,0.0574902725516851,"1-Dem",68
"50","landline",4,50,"04-50to59","01-female","04-HS","02-N","W","02-catholic","01-under10k","3","01-Both","MI","Midwest","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0218382248433425,0.0681089786989367,0.000479007305906785,"2-Rep",50
"55","landline",5,55,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","99-DK/refused","Don't know/Refused","02-LL only","NJ","Northeast","03","01-Yes","05-Ind","99-DK/refused",0,1,0,0.0334334765244645,0.024864173561804,0.000494269419790437,"2-Rep",55
"69","landline",4,69,"05-60to69","02-male","01-postgrad","02-N","W","02-catholic","06-50to75k","2","01-Both","GA","South","02","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,0.188194240354324,0.723588790797301,0.0367612589864146,"2-Rep",69
"90","landline",4,90,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","99-DK/refused","1","01-Both","NC","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.420335386099113,0.853154202309413,0.879137912632379,"2-Rep",90
"54","landline",4,54,"04-50to59","01-female","04-HS","02-N","W","02-catholic","07-75to100k","4","01-Both","NC","South","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.0223791362509031,0.101694186817234,0.0255273881339949,"1-Dem",54
"75","landline",5,75,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","07-75to100k","2","01-Both","DE","South","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.254520281995692,0.504670671967908,0.183204752215971,"2-Rep",75
"21","landline",4,21,"01-Under 30","01-female","02-bach","01-Y","W","07-other","06-50to75k","2","01-Both","GA","South","04","01-Yes","05-Ind","03-Moderate",0,1,0,-0.342414092776623,0.00305333360315598,0.6771798973115,"2-Rep",21
"76","landline",4,76,"06-Over 70","01-female","05-less than HS","02-N","B","01-protestant","02-10to20k","2","01-Both","GA","South","01-Lowest","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,0.265574622269254,0.5567728201911,0.5299778351566,"1-Dem",76
"77","landline",4,77,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","99-DK/refused","2","01-Both","VA","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.276628962542815,0.862648791656437,0.0194587967903952,"1-Dem",77
"64","landline",4,64,"05-60to69","02-male","01-postgrad","02-N","O","01-protestant","08-100to150k","1","01-Both","VA","South","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.132922538986517,0.602376145017608,0.629896577945772,"1-Dem",64
"74","landline",4,74,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","1","02-LL only","KY","South","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.243465941722131,0.502322890528598,0.00845653231172483,"2-Rep",74
"80","landline",4,80,"06-Over 70","02-male","05-less than HS","01-Y","W","02-catholic","01-under10k","2","01-Both","TX","South","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.309791983363499,0.660526474622774,0.122648136144499,"1-Dem",80
"61","landline",4,61,"05-60to69","01-female","01-postgrad","02-N","W","01-protestant","03-20to30k","8 or more","01-Both","IL","Midwest","01-Lowest","01-Yes","01-Dem","04-Conservative",1,0,0,0.0997595181658329,0.521786396048354,0.0108496095298505,"1-Dem",61
"39","landline",4,39,"02-30to39","02-male","02-bach","02-N","W","02-catholic","09-over150k","5","01-Both","LA","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.143435967852518,0.0895277772460895,0.119978761263875,"2-Rep",39
"68","landline",4,68,"05-60to69","02-male","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","TN","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.177139900080763,0.701183932825742,0.0303659403139904,"1-Dem",68
"71","landline",4,71,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","2","02-LL only","MN","Midwest","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.210302920901447,0.420947949989504,0.0292797249152524,"1-Dem",71
"78","landline",4,78,"06-Over 70","01-female","05-less than HS","02-N","B","01-protestant","01-under10k","2","01-Both","FL","South","03","01-Yes","01-Dem","04-Conservative",1,0,0,0.287683302816377,0.609891945265821,0.595231155941854,"1-Dem",78
"61","landline",4,61,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","NY","Northeast","03","01-Yes","01-Dem","04-Conservative",0,1,0,0.0997595181658329,0.521786396048354,0.0209170730831802,"2-Rep",61
"(VOL) Don't know/Refused","landline",4,NA,"99-DNK/refused","01-female","99-DK/refused","02-N","W","02-catholic","99-DK/refused","2","01-Both","TX","South","01-Lowest","01-Yes","02-Rep","99-DK/refused",0,1,0,0,0.0521535630784177,0.000467956725632936,"2-Rep",51.9755339805825
"80","landline",4,80,"06-Over 70","02-male","01-postgrad","02-N","W","04-jewish","09-over150k","2","01-Both","MD","South","04","01-Yes","04-Lean Rep","02-Liberal",0,0,1,0.309791983363499,0.897121372542554,0.667983346879968,"3-Other",80
"58","landline",4,58,"04-50to59","02-male","04-HS","02-N","O","07-other","99-DK/refused","2","01-Both","PA","Northeast","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0665964973451487,0.149189259570446,0.0115493559453729,"2-Rep",58
"62","landline",4,62,"05-60to69","01-female","02-bach","02-N","W","01-protestant","09-over150k","2","01-Both","SC","South","03","01-Yes","05-Ind","03-Moderate",1,0,0,0.110813858439394,0.213592082167171,0.0323347861275695,"1-Dem",62
"65","landline",4,65,"05-60to69","02-male","01-postgrad","02-N","B","05-muslim","09-over150k","2","01-Both","NC","South","02","03-No","03-Lean Dem","03-Moderate",0,1,0,0.143976879260078,0.628261821539792,0.120784804219186,"2-Rep",65
"70","landline",5,70,"06-Over 70","01-female","05-less than HS","01-Y","W","02-catholic","02-10to20k","2","02-LL only","TX","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,0.199248580627885,0.37091935790388,0.00454359327622242,"1-Dem",70
"47","landline",4,47,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","5","01-Both","FL","South","03","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.0550012456640267,0.0500074743900838,0.0207980483670076,"2-Rep",47
"75","landline",4,75,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","99-DK/refused","3","01-Both","IL","Midwest","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.254520281995692,0.529636028953372,0.00409133570128803,"2-Rep",75
"58","landline",4,58,"04-50to59","01-female","02-bach","02-N","W","07-other","05-40to50k","2","01-Both","OH","Midwest","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.0665964973451487,0.44004633555912,0.0059631482731451,"1-Dem",58
"36","landline",4,36,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","05-40to50k","2","01-Both","MA","Northeast","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.176598988673202,0.0155566330606157,0.0217468572403782,"1-Dem",36
"88","landline",4,88,"06-Over 70","01-female","02-bach","02-N","W","02-catholic","99-DK/refused","1","01-Both","MA","Northeast","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.398226705551991,0.954382541025659,0.749919581719359,"2-Rep",88
"55","landline",4,55,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","09-over150k","2","01-Both","RI","Northeast","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.0334334765244645,0.11213175296442,0.0189788513170734,"2-Rep",55
"65","landline",5,65,"05-60to69","02-male","04-HS","02-N","O","07-other","02-10to20k","4","01-Both","CA","West","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.143976879260078,0.254409226107923,0.211092519269277,"2-Rep",65
"74","landline",4,74,"06-Over 70","01-female","01-postgrad","02-N","W","04-jewish","99-DK/refused","1","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.243465941722131,0.818956202570168,0.0226580013628505,"1-Dem",74
"50","landline",4,50,"04-50to59","01-female","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","CA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.0218382248433425,0.246734140910631,0.0484920156449749,"1-Dem",50
"76","landline",4,76,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","FL","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.265574622269254,0.84916600469899,0.175576235765358,"2-Rep",76
"66","landline",4,66,"05-60to69","01-female","03-assoc","02-N","O","02-catholic","99-DK/refused","2","01-Both","NE","Midwest","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.15503121953364,0.296120400108116,0.0296025552913817,"2-Rep",66
"66","landline",4,66,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","2","01-Both","OK","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.15503121953364,0.296120400108116,0.0296025552913817,"2-Rep",66
"52","landline",4,52,"04-50to59","02-male","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","IN","Midwest","04","01-Yes","02-Rep","03-Moderate",0,1,0,0.00027045570378032,0.289600804048796,0.047426034977905,"2-Rep",52
"53","landline",4,53,"04-50to59","02-male","03-assoc","02-N","W","07-other","01-under10k","3","01-Both","HI","West","01-Lowest","99-DNK/refused","01-Dem","02-Liberal",1,0,0,0.0113247959773417,0.092127369729276,0.000470903171980249,"1-Dem",53
"52","landline",4,52,"04-50to59","01-female","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","WA","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.00027045570378032,0.289600804048796,0.047426034977905,"2-Rep",52
"89","landline",4,89,"06-Over 70","01-female","02-bach","02-N","W","07-other","08-100to150k","1","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.409281045825552,0.958915248939908,0.992374386177867,"1-Dem",89
"42","landline",4,42,"03-40to49","02-male","04-HS","02-N","W","07-other","07-75to100k","5","01-Both","CA","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.110272947031834,0.0295625197368133,0.0443082436593195,"2-Rep",42
"90","landline",4,90,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","NV","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.420335386099113,0.853154202309413,0.951859410170334,"2-Rep",90
"85","landline",4,85,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","2","01-Both","CA","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.365063684731306,0.770758534102631,0.767117036511269,"1-Dem",85
"40","landline",4,40,"03-40to49","01-female","01-postgrad","02-N","B","02-catholic","08-100to150k","5","01-Both","AZ","West","03","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.132381627578956,0.0988540375273285,0.62825700909264,"1-Dem",40
"32","landline",4,32,"02-30to39","02-male","04-HS","02-N","O","01-protestant","08-100to150k","7","01-Both","OR","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.220816349767448,0.0100991285521016,0.886363191597524,"2-Rep",32
"58","landline",5,58,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","01-under10k","1","01-Both","WA","West","03","01-Yes","01-Dem","03-Moderate",0,1,0,0.0665964973451487,0.136936138993146,0.00428001724218269,"2-Rep",58
"44","landline",5,44,"03-40to49","01-female","02-bach","01-Y","O","01-protestant","05-40to50k","4","01-Both","ID","West","01-Lowest","03-No","04-Lean Rep","03-Moderate",0,1,0,-0.0881642664847108,0.133257747524616,0.0496070197327863,"2-Rep",44
"64","landline",5,64,"05-60to69","01-female","02-bach","02-N","W","01-protestant","08-100to150k","1","01-Both","WA","West","02","01-Yes","01-Dem","02-Liberal",0,1,0,0.132922538986517,0.578196840185943,0.0781158314188869,"2-Rep",64
"80","landline",5,80,"06-Over 70","01-female","03-assoc","02-N","O","02-catholic","99-DK/refused","2","01-Both","CA","West","05-Highest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.309791983363499,0.637756807652319,0.508102153005119,"2-Rep",80
"89","landline",5,89,"06-Over 70","01-female","03-assoc","02-N","W","06-LDS","05-40to50k","4","01-Both","CA","West","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.409281045825552,0.824937657626278,0.979539525170037,"2-Rep",89
"65","landline",5,65,"05-60to69","02-male","04-HS","02-N","W","02-catholic","99-DK/refused","1","02-LL only","MA","Northeast","04","01-Yes","03-Lean Dem","01-Very liberal",0,1,0,0.143976879260078,0.254409226107923,0.00129017568851714,"2-Rep",65
"(VOL) Don't know/Refused","landline",5,NA,"99-DNK/refused","01-female","99-DK/refused","02-N","O","07-other","99-DK/refused","Don't know/Refused","02-LL only","MI","Midwest","02","99-DNK/refused","99-DK/refused","99-DK/refused",1,0,0,0,0.00247262315663477,0.00931595934506669,"1-Dem",51.9755339805825
"38","landline",5,38,"02-30to39","02-male","03-assoc","02-N","W","05-muslim","05-40to50k","3","01-Both","FL","South","02","03-No","01-Dem","02-Liberal",1,0,0,-0.154490308126079,0.0174844190807962,0.000772806039679417,"1-Dem",38
"85","landline",5,85,"06-Over 70","01-female","04-HS","01-Y","W","02-catholic","99-DK/refused","1","01-Both","FL","South","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.365063684731306,0.752613375266966,0.464751075251966,"2-Rep",85
"57","landline",5,57,"04-50to59","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","PA","Northeast","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0555421570715873,0.389273842243947,0.0150341253860536,"2-Rep",57
