"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","support","age_num_imp"
"32","landline",4,32,"02-30to39","02-male","04-HS","02-N","W","01-protestant","06-50to75k","5","01-Both","MN","Midwest","01-Lowest","01-Yes","04-Lean Rep","02-Liberal",0,1,0,-0.220816349767448,0.0149916657820483,0.234126459621243,"2-Rep",32
"67","landline",4,67,"05-60to69","02-male","04-HS","02-N","W","02-catholic","99-DK/refused","2","01-Both","CA","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.166085559807201,0.411819291560092,0.264420836626774,"2-Rep",67
"77","landline",4,77,"06-Over 70","01-female","03-assoc","01-Y","W","02-catholic","03-20to30k","1","01-Both","FL","South","04","01-Yes","02-Rep","02-Liberal",0,1,0,0.276628962542815,0.676441587302752,0.939201586080018,"2-Rep",77
"86","landline",4,86,"06-Over 70","01-female","04-HS","01-Y","W","02-catholic","01-under10k","1","02-LL only","CA","West","01-Lowest","01-Yes","01-Dem","04-Conservative",1,0,0,0.376118025004868,0.848385093638392,0.955011831249577,"1-Dem",86
"73","landline",4,73,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","02-10to20k","1","02-LL only","TN","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.23241160144857,0.574418077302156,0.877241863873418,"2-Rep",73
"80","landline",4,80,"06-Over 70","02-male","01-postgrad","02-N","O","07-other","06-50to75k","1","01-Both","TX","South","05-Highest","01-Yes","04-Lean Rep","99-DK/refused",0,1,0,0.309791983363499,0.928617305341148,0.743767117426883,"2-Rep",80
"55","landline",4,55,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","3","01-Both","NE","Midwest","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.0334334765244645,0.457813332797268,0.0343627378796111,"2-Rep",55
"46","landline",4,46,"03-40to49","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","4","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.0660555859375881,0.239818791002014,0.0894523700904904,"1-Dem",46
"82","landline",4,82,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","1","01-Both","TX","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.331900663910622,0.78320197409332,0.834485668251873,"2-Rep",82
"75","landline",4,75,"06-Over 70","02-male","04-HS","02-N","W","07-other","05-40to50k","5","02-LL only","OR","West","01-Lowest","03-No","02-Rep","05-Very conservative",0,1,0,0.254520281995692,0.626839810241369,0.765908365825919,"2-Rep",75
"48","landline",4,48,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","4","01-Both","LA","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0439469053904653,0.0805505571824091,0.108945610337622,"2-Rep",48
"60","landline",4,60,"05-60to69","02-male","02-bach","02-N","B","01-protestant","99-DK/refused","2","01-Both","WI","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.0887051778922715,0.593344599154056,0.00825327659729549,"1-Dem",60
"82","landline",4,82,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","09-over150k","1","01-Both","WA","West","04","01-Yes","01-Dem","04-Conservative",1,0,0,0.331900663910622,0.941828324315622,0.99495562535512,"1-Dem",82
"42","landline",4,42,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","5","01-Both","WA","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.110272947031834,0.0434700607579096,0.640014486328178,"2-Rep",42
"73","landline",4,73,"06-Over 70","02-male","03-assoc","01-Y","W","02-catholic","03-20to30k","1","01-Both","TX","South","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.23241160144857,0.574418077302156,0.908868758893307,"1-Dem",73
"45","landline",4,45,"03-40to49","02-male","02-bach","02-N","O","01-protestant","08-100to150k","4","01-Both","MD","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0771099262111495,0.220446748387667,0.109447392943191,"2-Rep",45
"60","landline",4,60,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","09-over150k","2","01-Both","ND","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.0887051778922715,0.24560513805084,0.867359283466478,"2-Rep",60
"64","landline",5,64,"05-60to69","01-female","02-bach","02-N","W","01-protestant","08-100to150k","2","01-Both","CO","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.132922538986517,0.693253828716924,0.878898701173346,"2-Rep",64
"63","landline",4,63,"05-60to69","01-female","01-postgrad","02-N","W","04-jewish","09-over150k","2","01-Both","MO","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.121868198712956,0.6695131647924,0.900785590758521,"1-Dem",63
"52","landline",4,52,"04-50to59","01-female","05-less than HS","01-Y","W","01-protestant","02-10to20k","7","01-Both","CA","West","03","99-DNK/refused","03-Lean Dem","99-DK/refused",1,0,0,0.00027045570378032,0.119484210955876,0.418080784169791,"1-Dem",52
"41","landline",4,41,"03-40to49","02-male","02-bach","02-N","W","07-other","08-100to150k","4","01-Both","LA","South","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.121327287305395,0.15438283833354,0.614444964732113,"2-Rep",41
"79","landline",4,79,"06-Over 70","01-female","02-bach","02-N","W","07-other","06-50to75k","4","01-Both","CA","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.298737643089938,0.921017275404502,0.981224521881208,"1-Dem",79
"38","landline",4,38,"02-30to39","02-male","02-bach","02-N","W","03-athiest","09-over150k","4","01-Both","PA","Northeast","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.154490308126079,0.116211491561933,0.615666307975559,"1-Dem",38
"58","landline",4,58,"04-50to59","01-female","01-postgrad","01-Y","O","02-catholic","06-50to75k","5","01-Both","NY","Northeast","05-Highest","01-Yes","05-Ind","02-Liberal",0,0,1,0.0665964973451487,0.207349928803881,0.207349928803881,"3-Other",58
"44","landline",4,44,"03-40to49","02-male","05-less than HS","02-N","O","01-protestant","99-DK/refused","3","02-LL only","VA","South","01-Lowest","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-0.0881642664847108,0.0535320564205768,0.000531581075504495,"1-Dem",44
"71","landline",4,71,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","04-30to40k","2","02-LL only","OH","Midwest","02","02-Probably","05-Ind","03-Moderate",1,0,0,0.210302920901447,0.194836725736,0.804466901220324,"1-Dem",71
"68","landline",4,68,"05-60to69","01-female","01-postgrad","02-N","W","04-jewish","05-40to50k","1","01-Both","RI","Northeast","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.177139900080763,0.777808722515165,0.918310394030752,"1-Dem",68
"50","landline",4,50,"04-50to59","01-female","04-HS","02-N","W","02-catholic","01-under10k","3","01-Both","MI","Midwest","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0218382248433425,0.0983133864074602,0.0530117301249876,"2-Rep",50
"55","landline",5,55,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","99-DK/refused","Don't know/Refused","02-LL only","NJ","Northeast","03","01-Yes","05-Ind","99-DK/refused",0,1,0,0.0334334765244645,0.0403433567821759,0.208199043191017,"2-Rep",55
"69","landline",4,69,"05-60to69","02-male","01-postgrad","02-N","W","02-catholic","06-50to75k","2","01-Both","GA","South","02","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,0.188194240354324,0.796138709886973,0.865568718326492,"2-Rep",69
"90","landline",4,90,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","99-DK/refused","1","01-Both","NC","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.420335386099113,0.896558496062427,0.923641919327238,"2-Rep",90
"54","landline",4,54,"04-50to59","01-female","04-HS","02-N","W","02-catholic","07-75to100k","4","01-Both","NC","South","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.0223791362509031,0.14448345645496,0.825604900011691,"1-Dem",54
"75","landline",5,75,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","07-75to100k","2","01-Both","DE","South","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.254520281995692,0.626839810241369,0.945422828014491,"2-Rep",75
"21","landline",4,21,"01-Under 30","01-female","02-bach","01-Y","W","07-other","06-50to75k","2","01-Both","GA","South","04","01-Yes","05-Ind","03-Moderate",0,1,0,-0.342414092776623,0.0045482084125751,0.032657967123938,"2-Rep",21
"76","landline",4,76,"06-Over 70","01-female","05-less than HS","02-N","B","01-protestant","02-10to20k","2","01-Both","GA","South","01-Lowest","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,0.265574622269254,0.652052808522255,0.153779722015996,"1-Dem",76
"77","landline",4,77,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","99-DK/refused","2","01-Both","VA","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.276628962542815,0.90356391885567,0.517692552475654,"1-Dem",77
"64","landline",4,64,"05-60to69","02-male","01-postgrad","02-N","O","01-protestant","08-100to150k","1","01-Both","VA","South","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.132922538986517,0.693253828716924,0.495510688652263,"1-Dem",64
"74","landline",4,74,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","1","02-LL only","KY","South","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.243465941722131,0.600918012605508,0.677569596325893,"2-Rep",74
"80","landline",4,80,"06-Over 70","02-male","05-less than HS","01-Y","W","02-catholic","01-under10k","2","01-Both","TX","South","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.309791983363499,0.743767117426883,0.802021118904956,"1-Dem",80
"61","landline",4,61,"05-60to69","01-female","01-postgrad","02-N","W","01-protestant","03-20to30k","8 or more","01-Both","IL","Midwest","01-Lowest","01-Yes","01-Dem","04-Conservative",1,0,0,0.0997595181658329,0.619446790613556,0.728534673184103,"1-Dem",61
"39","landline",4,39,"02-30to39","02-male","02-bach","02-N","W","02-catholic","09-over150k","5","01-Both","LA","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.143435967852518,0.127926876576437,0.641202129422052,"2-Rep",39
"68","landline",4,68,"05-60to69","02-male","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","TN","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.177139900080763,0.777808722515165,0.852323491918301,"1-Dem",68
"71","landline",4,71,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","2","02-LL only","MN","Midwest","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.210302920901447,0.520268093122426,0.91792258390621,"1-Dem",71
"78","landline",4,78,"06-Over 70","01-female","05-less than HS","02-N","B","01-protestant","01-under10k","2","01-Both","FL","South","03","01-Yes","01-Dem","04-Conservative",1,0,0,0.287683302816377,0.699907629258469,0.139456837636026,"1-Dem",78
"61","landline",4,61,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","NY","Northeast","03","01-Yes","01-Dem","04-Conservative",0,1,0,0.0997595181658329,0.619446790613556,0.839413064530492,"2-Rep",61
"(VOL) Don't know/Refused","landline",4,NA,"99-DNK/refused","01-female","99-DK/refused","02-N","W","02-catholic","99-DK/refused","2","01-Both","TX","South","01-Lowest","01-Yes","02-Rep","99-DK/refused",0,1,0,0,0.0758581800212436,0.0649691691286641,"2-Rep",51.9755339805825
"80","landline",4,80,"06-Over 70","02-male","01-postgrad","02-N","W","04-jewish","09-over150k","2","01-Both","MD","South","04","01-Yes","04-Lean Rep","02-Liberal",0,0,1,0.309791983363499,0.928617305341148,0.983137242644742,"3-Other",80
"58","landline",4,58,"04-50to59","02-male","04-HS","02-N","O","07-other","99-DK/refused","2","01-Both","PA","Northeast","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0665964973451487,0.207349928803881,0.00664224626617624,"2-Rep",58
"62","landline",4,62,"05-60to69","01-female","02-bach","02-N","W","01-protestant","09-over150k","2","01-Both","SC","South","03","01-Yes","05-Ind","03-Moderate",1,0,0,0.110813858439394,0.288350738348414,0.89057153675205,"1-Dem",62
"65","landline",4,65,"05-60to69","02-male","01-postgrad","02-N","B","05-muslim","09-over150k","2","01-Both","NC","South","02","03-No","03-Lean Dem","03-Moderate",0,1,0,0.143976879260078,0.716012460538496,0.0707495056288584,"2-Rep",65
"70","landline",5,70,"06-Over 70","01-female","05-less than HS","01-Y","W","02-catholic","02-10to20k","2","02-LL only","TX","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,0.199248580627885,0.492931775774299,0.654389853873829,"1-Dem",70
"47","landline",4,47,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","5","01-Both","FL","South","03","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.0550012456640267,0.0728115907691156,0.611997963191654,"2-Rep",47
"75","landline",4,75,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","99-DK/refused","3","01-Both","IL","Midwest","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.254520281995692,0.626839810241369,0.240857609553335,"2-Rep",75
"58","landline",4,58,"04-50to59","01-female","02-bach","02-N","W","07-other","05-40to50k","2","01-Both","OH","Midwest","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.0665964973451487,0.539672924761935,0.580710966561149,"1-Dem",58
"36","landline",4,36,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","05-40to50k","2","01-Both","MA","Northeast","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.176598988673202,0.023031551868242,0.110964918566446,"1-Dem",36
"88","landline",4,88,"06-Over 70","01-female","02-bach","02-N","W","02-catholic","99-DK/refused","1","01-Both","MA","Northeast","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.398226705551991,0.968954809152816,0.906709801448441,"2-Rep",88
"55","landline",4,55,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","09-over150k","2","01-Both","RI","Northeast","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.0334334765244645,0.158537696784536,0.790981395769493,"2-Rep",55
"65","landline",5,65,"05-60to69","02-male","04-HS","02-N","O","07-other","02-10to20k","4","01-Both","CA","West","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.143976879260078,0.36003026420392,0.129142026183439,"2-Rep",65
"74","landline",4,74,"06-Over 70","01-female","01-postgrad","02-N","W","04-jewish","99-DK/refused","1","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.243465941722131,0.870939545139181,0.677569596325893,"1-Dem",74
"50","landline",4,50,"04-50to59","01-female","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","CA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.0218382248433425,0.328250861427198,0.856176928425627,"1-Dem",50
"76","landline",4,76,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","FL","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.265574622269254,0.893602107202506,0.93264671727022,"2-Rep",76
"66","landline",4,66,"05-60to69","01-female","03-assoc","02-N","O","02-catholic","99-DK/refused","2","01-Both","NE","Midwest","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.15503121953364,0.385601049331338,0.0157892945321374,"2-Rep",66
"66","landline",4,66,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","2","01-Both","OK","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.15503121953364,0.385601049331338,0.866167830792952,"2-Rep",66
"52","landline",4,52,"04-50to59","02-male","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","IN","Midwest","04","01-Yes","02-Rep","03-Moderate",0,1,0,0.00027045570378032,0.378169833175637,0.881077794140798,"2-Rep",52
"53","landline",4,53,"04-50to59","02-male","03-assoc","02-N","W","07-other","01-under10k","3","01-Both","HI","West","01-Lowest","99-DNK/refused","01-Dem","02-Liberal",1,0,0,0.0113247959773417,0.131480438987767,0.0721181482812694,"1-Dem",53
"52","landline",4,52,"04-50to59","01-female","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","WA","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.00027045570378032,0.378169833175637,0.881077794140798,"2-Rep",52
"89","landline",4,89,"06-Over 70","01-female","02-bach","02-N","W","07-other","08-100to150k","1","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.409281045825552,0.97208192247566,0.996720672954971,"1-Dem",89
"42","landline",4,42,"03-40to49","02-male","04-HS","02-N","W","07-other","07-75to100k","5","01-Both","CA","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.110272947031834,0.0434700607579096,0.560229540783364,"2-Rep",42
"90","landline",4,90,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","NV","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.420335386099113,0.896558496062427,0.970484807002517,"2-Rep",90
"85","landline",4,85,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","2","01-Both","CA","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.365063684731306,0.833771946110232,0.963710619833401,"1-Dem",85
"40","landline",4,40,"03-40to49","01-female","01-postgrad","02-N","B","02-catholic","08-100to150k","5","01-Both","AZ","West","03","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.132381627578956,0.140635363977916,0.0663996801218361,"1-Dem",40
"32","landline",4,32,"02-30to39","02-male","04-HS","02-N","O","01-protestant","08-100to150k","7","01-Both","OR","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.220816349767448,0.0149916657820483,0.0287907160576818,"2-Rep",32
"58","landline",5,58,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","01-under10k","1","01-Both","WA","West","03","01-Yes","01-Dem","03-Moderate",0,1,0,0.0665964973451487,0.207349928803881,0.498089840431409,"2-Rep",58
"44","landline",5,44,"03-40to49","01-female","02-bach","01-Y","O","01-protestant","05-40to50k","4","01-Both","ID","West","01-Lowest","03-No","04-Lean Rep","03-Moderate",0,1,0,-0.0881642664847108,0.202223261206155,0.00545479900774629,"2-Rep",44
"64","landline",5,64,"05-60to69","01-female","02-bach","02-N","W","01-protestant","08-100to150k","1","01-Both","WA","West","02","01-Yes","01-Dem","02-Liberal",0,1,0,0.132922538986517,0.693253828716924,0.951756231434436,"2-Rep",64
"80","landline",5,80,"06-Over 70","01-female","03-assoc","02-N","O","02-catholic","99-DK/refused","2","01-Both","CA","West","05-Highest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.309791983363499,0.743767117426883,0.0690724549779987,"2-Rep",80
"89","landline",5,89,"06-Over 70","01-female","03-assoc","02-N","W","06-LDS","05-40to50k","4","01-Both","CA","West","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.409281045825552,0.885964357110285,0.991135812877068,"2-Rep",89
"65","landline",5,65,"05-60to69","02-male","04-HS","02-N","W","02-catholic","99-DK/refused","1","02-LL only","MA","Northeast","04","01-Yes","03-Lean Dem","01-Very liberal",0,1,0,0.143976879260078,0.36003026420392,0.439818312165236,"2-Rep",65
"(VOL) Don't know/Refused","landline",5,NA,"99-DNK/refused","01-female","99-DK/refused","02-N","O","07-other","99-DK/refused","Don't know/Refused","02-LL only","MI","Midwest","02","99-DNK/refused","99-DK/refused","99-DK/refused",1,0,0,0,0.00407013771589613,0.00931595934506669,"1-Dem",51.9755339805825
"38","landline",5,38,"02-30to39","02-male","03-assoc","02-N","W","05-muslim","05-40to50k","3","01-Both","FL","South","02","03-No","01-Dem","02-Liberal",1,0,0,-0.154490308126079,0.0285036307969159,0.00767456583260665,"1-Dem",38
"85","landline",5,85,"06-Over 70","01-female","04-HS","01-Y","W","02-catholic","99-DK/refused","1","01-Both","FL","South","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.365063684731306,0.833771946110232,0.875002454265579,"2-Rep",85
"57","landline",5,57,"04-50to59","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","PA","Northeast","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0555421570715873,0.512406050386248,0.771411948913512,"2-Rep",57
"35","landline",5,35,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","04-30to40k","2","01-Both","NY","Northeast","02","03-No","04-Lean Rep","02-Liberal",0,1,0,-0.187653328946763,0.020694395010011,0.0107329323399009,"2-Rep",35
"36","landline",5,36,"02-30to39","01-female","04-HS","02-N","O","01-protestant","06-50to75k","5","01-Both","GA","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.176598988673202,0.023031551868242,0.023031551868242,"1-Dem",36
"(VOL) Don't know/Refused","landline",5,NA,"99-DNK/refused","01-female","04-HS","02-N","W","02-catholic","03-20to30k","2","01-Both","NJ","Northeast","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0,0.0758581800212436,0.268941421369995,"1-Dem",51.9755339805825
"32","landline",5,32,"02-30to39","02-male","05-less than HS","02-N","W","07-other","02-10to20k","5","01-Both","WV","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.220816349767448,0.0149916657820483,0.0745721537652876,"2-Rep",32
"(VOL) Don't know/Refused","landline",5,NA,"99-DNK/refused","01-female","01-postgrad","02-N","W","04-jewish","99-DK/refused","2","01-Both","NY","Northeast","04","01-Yes","01-Dem","02-Liberal",1,0,0,0,0.268941421369995,0.0649691691286641,"1-Dem",51.9755339805825
"57","landline",5,57,"04-50to59","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","1","01-Both","IN","Midwest","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0555421570715873,0.189945304483409,0.246562180389483,"2-Rep",57
"65","landline",5,65,"05-60to69","02-male","01-postgrad","02-N","W","07-other","06-50to75k","2","01-Both","OH","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.143976879260078,0.716012460538496,0.806084676504305,"1-Dem",65
"72","landline",5,72,"06-Over 70","01-female","01-postgrad","02-N","W","07-other","99-DK/refused","2","01-Both","MA","Northeast","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.221357261175008,0.844291010909127,0.383159709776731,"1-Dem",72
"38","landline",5,38,"02-30to39","01-female","01-postgrad","02-N","B","01-protestant","04-30to40k","1","01-Both","GA","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,-0.154490308126079,0.116211491561933,0.0148400746219426,"1-Dem",38
"76","landline",5,76,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","1","01-Both","FL","South","05-Highest","01-Yes","05-Ind","03-Moderate",0,0,1,0.265574622269254,0.294853872896534,0.981319321659646,"3-Other",76
"44","landline",5,44,"03-40to49","02-male","04-HS","02-N","W","02-catholic","07-75to100k","5","01-Both","FL","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.0881642664847108,0.0535320564205768,0.613222178557646,"2-Rep",44
"81","landline",5,81,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","5","02-LL only","NC","South","02","01-Yes","02-Rep","02-Liberal",0,0,1,0.320846323637061,0.764053521091042,0.81881894840223,"3-Other",81
"(VOL) Don't know/Refused","landline",5,NA,"99-DNK/refused","01-female","99-DK/refused","02-N","O","07-other","99-DK/refused","Don't know/Refused","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,0,0.0758581800212436,0.00931595934506669,"1-Dem",51.9755339805825
"67","landline",5,67,"05-60to69","01-female","02-bach","02-N","W","02-catholic","03-20to30k","1","01-Both","NY","Northeast","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,0.166085559807201,0.758330902498158,0.838017463870002,"2-Rep",67
"42","landline",5,42,"03-40to49","01-female","03-assoc","02-N","W","07-other","05-40to50k","4","01-Both","GA","South","03","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.110272947031834,0.0434700607579096,0.395422995720523,"1-Dem",42
"79","landline",5,79,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","4","01-Both","NC","South","02","01-Yes","02-Rep","99-DK/refused",0,1,0,0.298737643089938,0.722370292747803,0.784076594851524,"2-Rep",79
"69","landline",5,69,"05-60to69","01-female","04-HS","02-N","W","01-protestant","03-20to30k","2","01-Both","OH","Midwest","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.188194240354324,0.465637656846142,0.70314798315602,"1-Dem",69
"70","landline",5,70,"06-Over 70","02-male","04-HS","02-N","W","06-LDS","02-10to20k","1","01-Both","SD","Midwest","01-Lowest","01-Yes","01-Dem","04-Conservative",0,1,0,0.199248580627885,0.492931775774299,0.837316002317115,"2-Rep",70
"75","landline",5,75,"06-Over 70","01-female","05-less than HS","02-N","W","01-protestant","01-under10k","1","01-Both","TX","South","02","01-Yes","04-Lean Rep","03-Moderate",0,0,1,0.254520281995692,0.626839810241369,0.864363696969057,"3-Other",75
"80","landline",5,80,"06-Over 70","02-male","04-HS","01-Y","W","02-catholic","04-30to40k","2","01-Both","TX","South","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.309791983363499,0.743767117426883,0.916749076404865,"1-Dem",80
"86","landline",5,86,"06-Over 70","01-female","02-bach","02-N","B","01-protestant","03-20to30k","1","01-Both","NJ","Northeast","02","01-Yes","01-Dem","99-DK/refused",1,0,0,0.376118025004868,0.961653496960586,0.673045266668374,"1-Dem",86
"60","landline",5,60,"05-60to69","02-male","02-bach","02-N","W","01-protestant","09-over150k","1","01-Both","MI","Midwest","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0887051778922715,0.593344599154056,0.946738500996528,"2-Rep",60
"71","landline",5,71,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","08-100to150k","3","01-Both","LA","South","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.210302920901447,0.829362629042788,0.851673016949031,"2-Rep",71
"75","landline",5,75,"06-Over 70","02-male","03-assoc","02-N","B","01-protestant","05-40to50k","3","01-Both","OH","Midwest","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.254520281995692,0.626839810241369,0.140077057448684,"1-Dem",75
"59","landline",5,59,"04-50to59","02-male","01-postgrad","02-N","W","01-protestant","99-DK/refused","1","01-Both","TX","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.0776508376187101,0.566704385328846,0.289410446251466,"2-Rep",59
"53","landline",5,53,"04-50to59","01-female","04-HS","01-Y","W","02-catholic","03-20to30k","4","01-Both","TX","South","05-Highest","99-DNK/refused","06-None","01-Very liberal",0,0,1,0.0113247959773417,0.131480438987767,0.527987708975284,"3-Other",53
"63","landline",5,63,"05-60to69","01-female","02-bach","02-N","W","02-catholic","07-75to100k","2","01-Both","LA","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.121868198712956,0.6695131647924,0.823365464100934,"2-Rep",63
"86","landline",5,86,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","1","01-Both","IL","Midwest","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.376118025004868,0.848385093638392,0.976385368563405,"2-Rep",86
"58","landline",5,58,"04-50to59","01-female","02-bach","02-N","W","02-catholic","99-DK/refused","2","01-Both","TX","South","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,0.0665964973451487,0.539672924761935,0.118403031323089,"2-Rep",58
