"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched"
"23","cell",4,23,"01-Under 30","01-female","03-assoc","02-N","W","07-other","01-under10k","4","03-Cell only","TN","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-1.58484004567001,0.0248512955359524,0.137483928228396
"60","cell",4,60,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","1","01-Both","TX","South","04","02-Probably","02-Rep","03-Moderate",0,1,0,0.43890459796922,0.867359283466478,0.989485978658534
"74","cell",4,74,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","03-20to30k","2","03-Cell only","TX","South","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,1.20464581448136,0.870939545139181,0.967993663081771
"32","cell",4,32,"02-30to39","02-male","02-bach","02-N","W","01-protestant","06-50to75k","2","03-Cell only","MS","South","01-Lowest","01-Yes","02-Rep","02-Liberal",0,1,0,-1.09257783505506,0.234126459621243,0.453842872801631
"55","cell",4,55,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","2","03-Cell only","IA","Midwest","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.165425592072027,0.457813332797268,0.934879881916146
"74","cell",4,74,"06-Over 70","02-male","01-postgrad","02-N","W","02-catholic","07-75to100k","1","03-Cell only","OK","South","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,1.20464581448136,0.967993663081771,0.996803907067165
"48","cell",4,48,"03-40to49","01-female","04-HS","02-N","W","01-protestant","05-40to50k","5","03-Cell only","IL","Midwest","05-Highest","01-Yes","06-None","03-Moderate",0,0,1,-0.217445016184044,0.281933686909093,0.903066991658525
"32","cell",4,32,"02-30to39","02-male","03-assoc","02-N","W","07-other","07-75to100k","2","03-Cell only","AL","South","02","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-1.09257783505506,0.0638549892969005,0.536976783453335
"75","cell",4,75,"06-Over 70","01-female","05-less than HS","02-N","W","02-catholic","99-DK/refused","3","01-Both","MO","Midwest","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,1.2593416156608,0.882744783773932,0.700989991763608
"64","cell",4,64,"05-60to69","01-female","01-postgrad","02-N","W","07-other","99-DK/refused","2","01-Both","WI","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.657687802686975,0.910142459674035,0.656719466014212
"30","cell",4,30,"02-30to39","02-male","03-assoc","02-N","W","07-other","03-20to30k","2","03-Cell only","IL","Midwest","02","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.20196943741394,0.0519591935593609,0.197191815377706
"26","cell",4,26,"01-Under 30","02-male","02-bach","02-N","W","07-other","06-50to75k","2","03-Cell only","MN","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-1.4207526421317,0.136873362505369,0.301217848476703
"80","cell",4,80,"06-Over 70","02-male","02-bach","01-Y","W","01-protestant","06-50to75k","4","03-Cell only","TN","South","02","03-No","02-Rep","03-Moderate",0,1,0,1.53282062155799,0.983137242644742,0.983137242644742
"25","cell",4,25,"01-Under 30","01-female","02-bach","02-N","B","01-protestant","99-DK/refused","3","01-Both","TX","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,-1.47544844331113,0.124455594759058,0.0004914967794492
"73","cell",4,73,"06-Over 70","01-female","01-postgrad","02-N","W","02-catholic","06-50to75k","7","03-Cell only","AL","South","02","03-No","03-Lean Dem","03-Moderate",1,0,0,1.14995001330192,0.964425380892809,0.964425380892809
"68","cell",4,68,"05-60to69","02-male","01-postgrad","02-N","W","01-protestant","07-75to100k","1","01-Both","TX","South","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.876471007404729,0.940079288890851,0.99385697092176
"40","cell",4,40,"03-40to49","01-female","99-DK/refused","02-N","W","02-catholic","99-DK/refused","Don't know/Refused","03-Cell only","WI","Midwest","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.655011425619554,0.140635363977916,0.273549149299021
"57","cell",4,57,"04-50to59","02-male","02-bach","02-N","W","01-protestant","09-over150k","3","03-Cell only","IL","Midwest","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.274817194430904,0.824860919956169,0.927548948716969
"70","cell",5,70,"06-Over 70","01-female","04-HS","02-N","O","01-protestant","03-20to30k","2","01-Both","IL","Midwest","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.985862609763607,0.81331946928576,0.492931775774299
"32","cell",4,32,"02-30to39","02-male","04-HS","02-N","W","07-other","06-50to75k","2","03-Cell only","AR","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-1.09257783505506,0.0638549892969005,0.453842872801631
"62","cell",4,62,"05-60to69","01-female","01-postgrad","02-N","B","01-protestant","08-100to150k","3","01-Both","OH","Midwest","05-Highest","01-Yes","01-Dem","04-Conservative",1,0,0,0.548296200328097,0.89057153675205,0.441089652262417
"64","cell",4,64,"05-60to69","01-female","02-bach","02-N","W","04-jewish","03-20to30k","2","01-Both","IL","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.657687802686975,0.910142459674035,0.910142459674035
"38","cell",4,38,"02-30to39","02-male","02-bach","02-N","W","01-protestant","09-over150k","1","03-Cell only","MO","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.764403027978431,0.370795399548839,0.922097573449377
"21","cell",4,21,"01-Under 30","02-male","03-assoc","02-N","W","07-other","08-100to150k","6","03-Cell only","IL","Midwest","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-1.69423164802889,0.0200659033724677,0.569105701383715
"42","cell",4,42,"03-40to49","02-male","04-HS","02-N","W","01-protestant","05-40to50k","1","03-Cell only","MO","Midwest","04","01-Yes","02-Rep","03-Moderate",0,1,0,-0.545619823260676,0.169209558829712,0.828555897183517
"37","cell",4,37,"02-30to39","02-male","02-bach","01-Y","W","01-protestant","07-75to100k","3","03-Cell only","TX","South","02","01-Yes","05-Ind","02-Liberal",1,0,0,-0.81909882915787,0.105439268834599,0.424368791299798
"47","cell",4,47,"03-40to49","01-female","02-bach","02-N","W","02-catholic","08-100to150k","5","03-Cell only","IA","Midwest","03","01-Yes","02-Rep","03-Moderate",1,0,0,-0.272140817363483,0.611997963191654,0.957806719783095
"81","cell",4,81,"06-Over 70","01-female","03-assoc","02-N","B","01-protestant","99-DK/refused","2","01-Both","MS","South","02","01-Yes","01-Dem","04-Conservative",1,0,0,1.58751642273743,0.935537215013781,0.379508756734554
"43","cell",4,43,"03-40to49","01-female","01-postgrad","02-N","W","02-catholic","09-over150k","4","03-Cell only","MN","Midwest","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.490924022081238,0.504537864360331,0.953387467542464
"54","cell",4,54,"04-50to59","01-female","03-assoc","02-N","W","02-catholic","01-under10k","2","01-Both","TX","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.110729790892588,0.430811648244529,0.635246867384125
"43","cell",4,43,"03-40to49","01-female","03-assoc","02-N","W","07-other","04-30to40k","8 or more","01-Both","KS","Midwest","01-Lowest","03-No","01-Dem","01-Very liberal",1,0,0,-0.490924022081238,0.185148445400672,0.343324321858885
"71","cell",4,71,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","08-100to150k","3","03-Cell only","TX","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,1.04055841094305,0.95610707740595,0.97697281806772
"52","cell",4,52,"04-50to59","02-male","04-HS","02-N","W","01-protestant","99-DK/refused","3","01-Both","AR","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.00133818853371045,0.378169833175637,0.159227074989903
"23","cell",4,23,"01-Under 30","01-female","03-assoc","02-N","B","07-other","02-10to20k","2","03-Cell only","IL","Midwest","05-Highest","01-Yes","03-Lean Dem","99-DK/refused",1,0,0,-1.58484004567001,0.0248512955359524,0.00405794081978357
"27","cell",4,27,"01-Under 30","01-female","02-bach","01-Y","W","01-protestant","07-75to100k","2","03-Cell only","WI","Midwest","01-Lowest","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.36605684095226,0.150317416292007,0.401605409488241
"76","cell",4,76,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","99-DK/refused","4","03-Cell only","IL","Midwest","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,1.31403741684024,0.97412027236923,0.950799909015283
"23","cell",4,23,"01-Under 30","01-female","03-assoc","01-Y","W","02-catholic","02-10to20k","5","01-Both","TX","South","05-Highest","01-Yes","02-Rep","02-Liberal",0,1,0,-1.58484004567001,0.0248512955359524,0.181976512245643
"30","cell",4,30,"02-30to39","02-male","04-HS","02-N","W","07-other","02-10to20k","3","03-Cell only","NE","Midwest","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-1.20196943741394,0.0519591935593609,0.0608095056599767
"44","cell",4,44,"03-40to49","02-male","03-assoc","02-N","W","07-other","08-100to150k","3","03-Cell only","MO","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.436228220901799,0.202223261206155,0.688734631826557
"38","cell",4,38,"02-30to39","02-male","05-less than HS","02-N","O","07-other","03-20to30k","2","03-Cell only","AK","West","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.764403027978431,0.116211491561933,0.0285036307969159
"35","cell",4,35,"02-30to39","01-female","02-bach","02-N","W","02-catholic","09-over150k","2","03-Cell only","IN","Midwest","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.928490431516747,0.297970515601943,0.758233524857341
"50","cell",4,50,"04-50to59","02-male","02-bach","02-N","B","07-other","07-75to100k","1","01-Both","NJ","Northeast","02","01-Yes","05-Ind","02-Liberal",0,0,1,-0.108053413825167,0.328250861427198,0.529273111373877
"30","cell",4,30,"02-30to39","01-female","03-assoc","02-N","B","01-protestant","07-75to100k","5","01-Both","KY","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,-1.20196943741394,0.0519591935593609,0.111986805871821
"59","cell",4,59,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","05-40to50k","1","01-Both","MI","Midwest","03","01-Yes","02-Rep","03-Moderate",1,0,0,0.384208796789781,0.566704385328846,0.968783194575547
"33","cell",4,33,"02-30to39","01-female","02-bach","02-N","W","02-catholic","08-100to150k","3","01-Both","PA","Northeast","02","03-No","01-Dem","01-Very liberal",1,0,0,-1.03788203387562,0.254308464175884,0.0824815996198159
"43","cell",4,43,"03-40to49","01-female","01-postgrad","02-N","W","03-athiest","09-over150k","3","03-Cell only","RI","Northeast","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.490924022081238,0.504537864360331,0.734612466585071
"56","cell",4,56,"04-50to59","02-male","03-assoc","02-N","W","04-jewish","09-over150k","3","03-Cell only","NJ","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,0.220121393251465,0.485065140632601,0.919844990345505
"39","cell",4,39,"02-30to39","02-male","02-bach","02-N","W","04-jewish","09-over150k","4","03-Cell only","FL","South","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.709707226798993,0.396656874733161,0.929601598348785
"47","cell",4,47,"03-40to49","02-male","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","OH","Midwest","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.272140817363483,0.611997963191654,0.969401217693285
"82","cell",4,82,"06-Over 70","02-male","04-HS","02-N","B","01-protestant","03-20to30k","1","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","04-Conservative",1,0,0,1.64221222391687,0.941828324315622,0.907578837164398
"52","cell",4,52,"04-50to59","01-female","01-postgrad","02-N","O","01-protestant","99-DK/refused","Don't know/Refused","01-Both","IN","Midwest","05-Highest","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,0.00133818853371045,0.731584460779947,0.0651319435765017
"24","cell",4,24,"01-Under 30","01-female","02-bach","02-N","W","02-catholic","07-75to100k","1","03-Cell only","IN","Midwest","02","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-1.53014424449057,0.11301690752908,0.567840256562898
"27","cell",4,27,"01-Under 30","02-male","02-bach","02-N","W","01-protestant","07-75to100k","2","01-Both","VA","South","05-Highest","01-Yes","04-Lean Rep","99-DK/refused",0,1,0,-1.36605684095226,0.150317416292007,0.401605409488241
"64","cell",4,64,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","1","03-Cell only","FL","South","02","03-No","02-Rep","04-Conservative",0,1,0,0.657687802686975,0.910142459674035,0.951756231434436
"32","cell",4,32,"02-30to39","02-male","02-bach","02-N","W","01-protestant","06-50to75k","1","03-Cell only","IN","Midwest","03","01-Yes","01-Dem","03-Moderate",1,0,0,-1.09257783505506,0.234126459621243,0.69314083981586
"46","cell",4,46,"03-40to49","01-female","01-postgrad","02-N","W","07-other","07-75to100k","1","03-Cell only","MD","South","04","03-No","01-Dem","02-Liberal",1,0,0,-0.326836618542922,0.585726545997396,0.663662830186855
"64","cell",4,64,"05-60to69","01-female","03-assoc","02-N","B","07-other","03-20to30k","2","03-Cell only","FL","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.657687802686975,0.693253828716924,0.335229968384896
"19","cell",4,19,"01-Under 30","01-female","03-assoc","02-N","W","02-catholic","08-100to150k","4","03-Cell only","MI","Midwest","02","01-Yes","03-Lean Dem","99-DK/refused",1,0,0,-1.80362325038777,0.0161866956225128,0.51485067222141
"23","cell",4,23,"01-Under 30","02-male","02-bach","01-Y","W","07-other","09-over150k","2","03-Cell only","FL","South","04","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.58484004567001,0.102506460942268,0.102506460942268
"41","cell",4,41,"03-40to49","02-male","02-bach","02-N","W","07-other","06-50to75k","2","03-Cell only","NJ","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.600315624440115,0.45000976304828,0.689839434680769
"26","cell",4,26,"01-Under 30","01-female","02-bach","02-N","O","07-other","99-DK/refused","1","01-Both","PA","Northeast","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-1.4207526421317,0.136873362505369,0.00403714601645362
"28","cell",4,28,"01-Under 30","02-male","05-less than HS","01-Y","O","01-protestant","02-10to20k","1","03-Cell only","NY","Northeast","05-Highest","01-Yes","03-Lean Dem","04-Conservative",0,1,0,-1.31136103977282,0.0421796612111165,0.0187790567056021
"68","cell",4,68,"05-60to69","02-male","04-HS","02-N","O","07-other","01-under10k","1","03-Cell only","GA","South","04","01-Yes","05-Ind","05-Very conservative",0,0,1,0.876471007404729,0.438547761193379,0.521555468132372
"63","cell",4,63,"05-60to69","01-female","03-assoc","02-N","W","02-catholic","02-10to20k","2","03-Cell only","CT","Northeast","04","01-Yes","01-Dem","03-Moderate",1,0,0,0.602992001507536,0.6695131647924,0.866764684220746
"36","cell",4,36,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","VA","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.873794630337309,0.0955576132672779,0.562769776784127
"50","cell",4,50,"04-50to59","01-female","02-bach","02-N","W","01-protestant","04-30to40k","3","01-Both","NY","Northeast","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.108053413825167,0.686518574545545,0.529273111373877
"(VOL) Don't know/Refused","cell",4,NA,"99-DNK/refused","01-female","02-bach","02-N","W","05-muslim","99-DK/refused","2","03-Cell only","AK","West","02","01-Yes","01-Dem","02-Liberal",1,0,0,0,0.622459331201855,0.339243631234183
"61","cell",4,61,"05-60to69","02-male","04-HS","02-N","W","02-catholic","02-10to20k","1","01-Both","NJ","Northeast","05-Highest","01-Yes","02-Rep","02-Liberal",0,1,0,0.493600399148659,0.619446790613556,0.934248959890332
"28","cell",4,28,"01-Under 30","02-male","03-assoc","02-N","B","01-protestant","02-10to20k","4","01-Both","GA","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-1.31136103977282,0.0421796612111165,0.0187790567056021
"18","cell",4,18,"01-Under 30","02-male","04-HS","02-N","W","01-protestant","03-20to30k","5","03-Cell only","NY","Northeast","05-Highest","03-No","01-Dem","03-Moderate",1,0,0,-1.85831905156721,0.0145337964808892,0.0237383650068613
"55","cell",4,55,"04-50to59","02-male","01-postgrad","02-N","W","02-catholic","08-100to150k","3","01-Both","OH","Midwest","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.165425592072027,0.790981395769493,0.880536221808935
"58","cell",4,58,"04-50to59","02-male","04-HS","02-N","O","07-other","02-10to20k","1","01-Both","NY","Northeast","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.329512995610343,0.539672924761935,0.337533026804793
"54","cell",4,54,"04-50to59","02-male","02-bach","02-N","A","07-other","09-over150k","5","01-Both","FL","South","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.110729790892588,0.772320306705709,0.772320306705709
"62","cell",4,62,"05-60to69","02-male","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","MI","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.548296200328097,0.89057153675205,0.956751965883171
"72","cell",4,72,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","02-10to20k","1","03-Cell only","NJ","Northeast","02","01-Yes","01-Dem","03-Moderate",1,0,0,1.09525421212248,0.844291010909127,0.97930954087236
"62","cell",4,62,"05-60to69","02-male","01-postgrad","02-N","B","02-catholic","09-over150k","3","01-Both","VA","South","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.548296200328097,0.89057153675205,0.524129342332343
"66","cell",4,66,"05-60to69","02-male","01-postgrad","02-N","W","07-other","06-50to75k","1","01-Both","KY","South","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.767079405045852,0.926502054522523,0.989378101615278
"53","cell",4,53,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","99-DK/refused","5","03-Cell only","KY","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.0560339897131491,0.404215223614089,0.609545300193583
"46","cell",4,46,"03-40to49","01-female","02-bach","02-N","W","01-protestant","05-40to50k","1","03-Cell only","NC","South","02","03-No","02-Rep","05-Very conservative",0,1,0,-0.326836618542922,0.585726545997396,0.503248311694509
"58","cell",4,58,"04-50to59","02-male","02-bach","02-N","W","07-other","07-75to100k","2","01-Both","PA","Northeast","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.329512995610343,0.840107210633581,0.952227750553366
"52","cell",4,52,"04-50to59","01-female","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","IL","Midwest","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,0.00133818853371045,0.731584460779947,0.982061001166837
"62","cell",4,62,"05-60to69","02-male","04-HS","02-N","W","02-catholic","04-30to40k","1","01-Both","OK","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.548296200328097,0.644876314813259,0.96862681096709
"40","cell",4,40,"03-40to49","01-female","02-bach","02-N","B","02-catholic","06-50to75k","3","03-Cell only","IL","Midwest","05-Highest","02-Probably","03-Lean Dem","02-Liberal",0,0,1,-0.655011425619554,0.423109161149498,0.0352289425328626
"47","cell",4,47,"03-40to49","02-male","04-HS","02-N","W","05-muslim","05-40to50k","1","03-Cell only","IL","Midwest","05-Highest","03-No","03-Lean Dem","03-Moderate",0,0,1,-0.272140817363483,0.260324694874945,0.530558125624701
"61","cell",4,61,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","02-10to20k","3","03-Cell only","WI","Midwest","01-Lowest","01-Yes","01-Dem","04-Conservative",1,0,0,0.493600399148659,0.619446790613556,0.657881457082748
"38","cell",4,38,"02-30to39","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","4","03-Cell only","OK","South","01-Lowest","03-No","05-Ind","03-Moderate",0,1,0,-0.764403027978431,0.0285036307969159,0.178168441213094
"52","cell",4,52,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","07-75to100k","2","03-Cell only","TN","South","04","01-Yes","05-Ind","04-Conservative",0,0,1,0.00133818853371045,0.378169833175637,0.911815761649809
"18","cell",4,18,"01-Under 30","02-male","04-HS","02-N","W","02-catholic","07-75to100k","4","01-Both","MN","Midwest","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-1.85831905156721,0.0145337964808892,0.405330074696647
"68","cell",4,68,"05-60to69","02-male","01-postgrad","02-N","O","04-jewish","99-DK/refused","3","03-Cell only","TN","South","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.876471007404729,0.940079288890851,0.0514792597691817
"51","cell",4,51,"04-50to59","01-female","01-postgrad","02-N","W","07-other","06-50to75k","2","03-Cell only","LA","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.0533576126457282,0.709567569346866,0.869129605022328
"49","cell",4,49,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","3","01-Both","WI","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.162749215004606,0.304597743944151,0.662510402048848
"22","cell",4,22,"01-Under 30","02-male","02-bach","01-Y","W","07-other","02-10to20k","Don't know/Refused","03-Cell only","TX","South","01-Lowest","99-DNK/refused","99-DK/refused","99-DK/refused",0,1,0,-1.63953584684945,0.00507131103777057,0.166254974897848
"69","cell",4,69,"05-60to69","02-male","02-bach","02-N","W","01-protestant","08-100to150k","2","03-Cell only","AL","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.931166808584168,0.945952732641888,0.989323753202465
"35","cell",4,35,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","04-30to40k","4","03-Cell only","FL","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.928490431516747,0.0865124934318645,0.616886194619245
"71","cell",4,71,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","02-10to20k","2","01-Both","KS","Midwest","01-Lowest","03-No","01-Dem","05-Very conservative",1,0,0,1.04055841094305,0.829362629042788,0.678695540738068
"58","cell",4,58,"04-50to59","01-female","03-assoc","02-N","W","02-catholic","07-75to100k","3","03-Cell only","MN","Midwest","05-Highest","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,0.329512995610343,0.539672924761935,0.879992519080241
"19","cell",4,19,"01-Under 30","02-male","04-HS","02-N","O","07-other","02-10to20k","6","03-Cell only","TX","South","02","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.80362325038777,0.0161866956225128,0.000966772770103529
"35","cell",4,35,"02-30to39","01-female","03-assoc","02-N","W","06-LDS","03-20to30k","3","03-Cell only","MT","West","01-Lowest","01-Yes","02-Rep","02-Liberal",0,1,0,-0.928490431516747,0.0865124934318645,0.135055345210608
"64","cell",4,64,"05-60to69","01-female","04-HS","02-N","W","01-protestant","06-50to75k","2","03-Cell only","WY","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.657687802686975,0.693253828716924,0.964952534235299
"(VOL) Don't know/Refused","cell",4,NA,"99-DNK/refused","02-male","02-bach","02-N","W","01-protestant","99-DK/refused","2","03-Cell only","ID","West","03","03-No","01-Dem","04-Conservative",1,0,0,0,0.622459331201855,0.0649691691286641
"75","cell",4,75,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","99-DK/refused","2","01-Both","CO","West","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,1.2593416156608,0.971214714408461,0.864363696969057
"24","cell",4,24,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","03-20to30k","3","03-Cell only","UT","West","01-Lowest","03-No","04-Lean Rep","03-Moderate",0,1,0,-1.53014424449057,0.0276446665555537,0.00630373993414964
"35","cell",4,35,"02-30to39","02-male","03-assoc","02-N","W","07-other","02-10to20k","3","03-Cell only","UT","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.928490431516747,0.0865124934318645,0.100623655684793
"30","cell",4,30,"02-30to39","01-female","02-bach","02-N","W","03-athiest","08-100to150k","2","03-Cell only","WY","West","01-Lowest","03-No","01-Dem","02-Liberal",1,0,0,-1.20196943741394,0.197191815377706,0.149659746328078
"23","cell",4,23,"01-Under 30","02-male","03-assoc","02-N","W","03-athiest","07-75to100k","3","03-Cell only","CO","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-1.58484004567001,0.0248512955359524,0.137483928228396
"32","cell",4,32,"02-30to39","02-male","03-assoc","01-Y","O","01-protestant","06-50to75k","1","03-Cell only","CO","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,-1.09257783505506,0.0638549892969005,0.101091457481675
"31","cell",4,31,"02-30to39","02-male","02-bach","02-N","W","07-other","03-20to30k","3","03-Cell only","ID","West","03","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.1472736362345,0.215084132309684,0.0915755614970417
"49","cell",4,49,"03-40to49","02-male","03-assoc","02-N","O","07-other","08-100to150k","4","03-Cell only","ID","West","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.162749215004606,0.304597743944151,0.584474273646345
"73","cell",4,73,"06-Over 70","01-female","02-bach","02-N","W","06-LDS","06-50to75k","3","01-Both","UT","West","04","01-Yes","01-Dem","03-Moderate",1,0,0,1.14995001330192,0.964425380892809,0.964425380892809
"40","cell",4,40,"03-40to49","01-female","03-assoc","02-N","W","06-LDS","07-75to100k","8 or more","03-Cell only","UT","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.655011425619554,0.140635363977916,0.88322288638479
"76","cell",4,76,"06-Over 70","02-male","03-assoc","02-N","A","01-protestant","08-100to150k","2","01-Both","HI","West","04","01-Yes","02-Rep","02-Liberal",0,1,0,1.31403741684024,0.893602107202506,0.908440594937062
"69","cell",4,69,"05-60to69","02-male","04-HS","02-N","W","02-catholic","08-100to150k","2","03-Cell only","CA","West","04","01-Yes","06-None","04-Conservative",0,0,1,0.931166808584168,0.796138709886973,0.989323753202465
"22","cell",4,22,"01-Under 30","01-female","02-bach","02-N","W","01-protestant","03-20to30k","1","03-Cell only","CA","West","05-Highest","01-Yes","03-Lean Dem","03-Moderate",0,1,0,-1.63953584684945,0.0928711297351377,0.217708283278885
"49","cell",4,49,"03-40to49","02-male","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.162749215004606,0.662510402048848,0.975265279483117
"33","cell",4,33,"02-30to39","02-male","01-postgrad","02-N","W","07-other","09-over150k","2","03-Cell only","CA","West","05-Highest","03-No","01-Dem","02-Liberal",1,0,0,-1.03788203387562,0.254308464175884,0.254308464175884
"22","cell",4,22,"01-Under 30","02-male","04-HS","01-Y","O","02-catholic","01-under10k","2","03-Cell only","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.63953584684945,0.0223336991936199,0.00261013871530852
"55","cell",5,55,"04-50to59","01-female","05-less than HS","02-N","B","05-muslim","01-under10k","1","03-Cell only","CA","West","04","03-No","03-Lean Dem","03-Moderate",1,0,0,0.165425592072027,0.457813332797268,0.0343627378796111
"54","cell",4,54,"04-50to59","02-male","04-HS","02-N","W","01-protestant","09-over150k","6","03-Cell only","CA","West","05-Highest","02-Probably","04-Lean Rep","04-Conservative",0,1,0,0.110729790892588,0.430811648244529,0.985535098069122
"62","cell",4,62,"05-60to69","01-female","04-HS","02-N","O","01-protestant","03-20to30k","3","01-Both","CA","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.548296200328097,0.644876314813259,0.129723287264572
"55","cell",4,55,"04-50to59","01-female","02-bach","02-N","W","07-other","07-75to100k","2","01-Both","CA","West","04","01-Yes","03-Lean Dem","02-Liberal",0,0,1,0.165425592072027,0.790981395769493,0.934879881916146
